number,nationwide_number,name,sex,year_of_birth,nationality,Military,selection,year_of_selection,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,eva_hrs_mission,total_eva_hrs
140,71,"Hart, Terry J.",male,1946,U.S.,FALSE,NASA Astronaut Group 8,1978,1,MSP,1984,STS-41-C,STS-41-C,STS-41-C,STS-41-C,167.67,167.67,0,0
141,72,"Van Hoften, James D. A.",male,1944,U.S.,FALSE,1978 NASA group,1978,2,MSP,1984,STS-41 C,STS-41 C,STS-41 C,STS-41 C,167,337.95,10.13,21.89
141,72,"Van Hoften, James D. A.",male,1944,U.S.,FALSE,1978 NASA group,1978,2,MSP,1985,STS-51I,STS-51I,STS-51I,STS-51I,171,337.95,11.76,21.89
142,73,"Nelson, George D.",male,1950,U.S.,FALSE,NASA-8,1978,3,MSP,1984,STS-41C,STS-41C,STS-41C,STS-41C,168,411,10.1,10.1
142,73,"Nelson, George D.",male,1950,U.S.,FALSE,NASA-8,1978,3,MSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,146,411,0,10.1
142,73,"Nelson, George D.",male,1950,U.S.,FALSE,NASA-8,1978,3,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,411,0,10.1
143,58,"Volk, Igor",male,1937,U.S.S.R/Russia,TRUE,LII-1,1977,1,MSP,1984,Salyut 7,Soyuz T­12,Salyut 7,Soyuz T­12,283,283.23,0,0
144,74,"Coats, Michael L.",male,1952,U.S.,TRUE,NASA- 8,1978,3,pilot,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,145,464,0,0
144,74,"Coats, Michael L.",male,1952,U.S.,TRUE,NASA- 8,1978,3,commander,1989,STS-29,STS-29,STS-29,STS-29,120,464,0,0
144,74,"Coats, Michael L.",male,1952,U.S.,TRUE,NASA- 8,1978,3,commander,1991,STS-39,STS-39,STS-39,STS-39,199,464,0,0
145,75,"Mullane, Richard M.",male,1945,U.S.,TRUE,NASA-8,1978,3,MSP,1984,STS-41D,STS-41D,STS-41D,STS-41D,145,356,0,0
145,75,"Mullane, Richard M.",male,1945,U.S.,TRUE,NASA-8,1978,3,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,356,0,0
145,75,"Mullane, Richard M.",male,1945,U.S.,TRUE,NASA-8,1978,3,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,356,0,0
146,76,"Hawley, Steven A.",male,1951,U.S.,FALSE,NASA Astronaut Group 8,1978,5,MSP,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,144,768,0,0
146,76,"Hawley, Steven A.",male,1951,U.S.,FALSE,NASA Astronaut Group 8,1978,5,MSP,1986,STS-61-C,STS-61-C,STS-61-C,STS-61-C,146,768,0,0
146,76,"Hawley, Steven A.",male,1951,U.S.,FALSE,NASA Astronaut Group 8,1978,5,MSP,1990,STS-31,STS-31,STS-31,STS-31,121,768,0,0
146,76,"Hawley, Steven A.",male,1951,U.S.,FALSE,NASA Astronaut Group 8,1978,5,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,768,0,0
146,76,"Hawley, Steven A.",male,1951,U.S.,FALSE,NASA Astronaut Group 8,1978,5,MSP,1999,STS-93,STS-93,STS-93,STS-93,118,768,0,0
147,77,"Resnik, Judith A.",female,1949,U.S.,FALSE,NASA-8,1978,2,MSP,1984,STS-41-D,STS-41-D,STS-41-D,STS-41-D,144,144,0,0
147,77,"Resnik, Judith A.",female,1949,U.S.,FALSE,NASA-9,1978,2,MSP,1985,STS-51-L,STS-51-L,explosion,explosion,0,144,0,0
148,78,"Walker, Charles David",male,1948,U.S.,FALSE,PS,1983,3,PSP,1984,STS-41D,STS-41D,STS-41D,STS-41D,144.98,478.29,0,0
148,78,"Walker, Charles David",male,1948,U.S.,FALSE,PS,1983,3,PSP,1985,STS-51D,STS-51D,STS-51D,STS-51D,168.15,478.29,0,0
148,78,"Walker, Charles David",male,1948,U.S.,FALSE,PS,1983,3,PSP,1985,STS-61B,STS-61B,STS-61B,STS-61B,165.16,478.29,0,0
149,79,"McBride, Jon A.",male,1943,U.S.,TRUE,NASA- 8,1978,1,pilot,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197,197,0,0
150,80,"Sullivan, Kathryn D.",female,1951,U.S.,FALSE,1978 NASA group,1978,3,MSP,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197.5,532,3.45,3.45
150,80,"Sullivan, Kathryn D.",female,1951,U.S.,FALSE,1978 NASA group,1978,3,MSP,1990,STS-31,STS-31,STS-31,STS-31,121,532,0,3.45
150,80,"Sullivan, Kathryn D.",female,1951,U.S.,FALSE,1978 NASA group,1978,3,MSP,1992,STS-45,STS-45,STS-45,STS-45,213.5,532,0,3.45
151,81,"Leestma, David C.",male,1949,U.S.,TRUE,NASA- 9,1980,3,MSP,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197,532,1,3.5
151,81,"Leestma, David C.",male,1949,U.S.,TRUE,NASA- 9,1980,3,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,532,0,3.5
151,81,"Leestma, David C.",male,1949,U.S.,TRUE,NASA- 9,1980,3,MSP,1992,STS-45,STS-45,STS-45,STS-45,214,532,0,3.5
152,82,"Scully-Power, Paul Desmond",male,1944,U.S.,FALSE,PS,1984,1,PSP,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197.67,197.67,0,0
153,1,"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,TRUE,1983 NRC Group,1983,3,PSP,1984,STS-41-G,STS-41-G,STS-41-G,STS-41-G,197,697.67,0,0
153,1,"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,TRUE,1983 NRC Group,1983,3,MSP,1996,STS-77,STS-77,STS-77,STS-77,240.67,697.67,0,0
153,1,"Garneau, Marc Joseph Jean-Pierre",male,1949,Canada,TRUE,1983 NRC Group,1983,3,MSP,2000,STS-97,STS-97,STS-97,STS-97,260,697.67,0,0
154,83,"Walker, David Mathieson",male,1944,U.S.,TRUE,1978 NASA group 8,1978,4,pilot,1984,STS-51-A,STS-51-A,STS-51-A,STS-51-A,191,724.45,0,0
154,83,"Walker, David Mathieson",male,1944,U.S.,TRUE,1978 NASA group 8,1978,4,commander,1989,STS-30,STS-30,STS-30,STS-30,96,724.45,0,0
154,83,"Walker, David Mathieson",male,1944,U.S.,TRUE,1978 NASA group 8,1978,4,commander,1992,STS-53,STS-53,STS-53,STS-53,175,724.45,0,0
154,83,"Walker, David Mathieson",male,1944,U.S.,TRUE,1978 NASA group 8,1978,4,commander,1995,STS-69,STS-69,STS-69,STS-69,44,724.45,0,0
155,84,"Fisher, Anna L.",female,1949,U.S.,FALSE,NASA- 8,1978,1,MSP,1984,STS-51-A,STS-51-A,STS-51-A,STS-51-A,191,191,0,0
156,85,"Shriver, Loren J.",male,1944,U.S.,TRUE,1978 NASA group,1978,3,pilot,1985,STS-51-C,STS-51-C,STS-51-C,STS-51-C,73.5,386,0,0
156,85,"Shriver, Loren J.",male,1944,U.S.,TRUE,1978 NASA group,1978,3,commander,1990,STS-31,STS-31,STS-31,STS-31,121,386,0,0
156,85,"Shriver, Loren J.",male,1944,U.S.,TRUE,1978 NASA group,1978,3,commander,1992,STS-46,STS-46,STS-46,STS-46,191,386,0,0
157,86,"Onizuka, Ellison S.",male,1946,U.S.,TRUE,NASA-8,1978,2,MSP,1985,STS 51-C,STS 51-C,STS 51-C,STS 51-C,74,74,0,0
157,86,"Onizuka, Ellison S.",male,1946,U.S.,TRUE,NASA-8,1978,2,MSP,1986,STS 51-L,STS 51-L,explosion,explosion,0,74,0,0
158,87,"Buchli, James F.",male,1945,U.S.,TRUE,NASA- 8,1978,4,MSP,1985,STS-51-C,STS-51-C,STS-51-C,STS-51-C,73.5,490,0,0
158,87,"Buchli, James F.",male,1945,U.S.,TRUE,NASA- 8,1978,4,MSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168,490,0,0
158,87,"Buchli, James F.",male,1945,U.S.,TRUE,NASA- 8,1978,4,MSP,1989,STS-29,STS-29,STS-29,STS-29,120,490,0,0
158,87,"Buchli, James F.",male,1945,U.S.,TRUE,NASA- 8,1978,4,MSP,1991,STS-48,STS-48,STS-48,STS-48,128.5,490,0,0
159,88,"Payton, Gary Eugene",male,1948,U.S.,TRUE,1979 USAF group,1979,1,PSP,1985,STS-51C,STS-51C,STS-51C,STS-51C,73.675,73.675,0,0
160,89,"Williams, Donald E.",male,1942,U.S.,TRUE,1981 NASA group 8,1978,2,pilot,1985,STS-51-D,STS-51-D,STS-51-D,STS-51-D,167,286,0,0
160,89,"Williams, Donald E.",male,1942,U.S.,TRUE,1981 NASA group 8,1978,2,commander,1989,STS-34,STS-34,STS-34,STS-34,119,286,0,0
161,90,"Seddon, Margaret Rhea",female,1947,U.S.,FALSE,NASA-8,1978,3,MSP,1985,STS-51-D,STS-51-D,STS-51-D,STS-51-D,168,722,0,0
161,90,"Seddon, Margaret Rhea",female,1947,U.S.,FALSE,NASA-8,1978,3,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,722,0,0
161,90,"Seddon, Margaret Rhea",female,1947,U.S.,FALSE,NASA-8,1978,3,MSP,1993,STS-58,STS-58,STS-58,STS-58,336,722,0,0
162,91,"Griggs, S. David",male,1947,U.S.,FALSE,NASA Astronaut Group 8,1978,1,MSP,1985,STS-51-D,STS-51-D,STS-51-D,STS-51-D,168,168,3.17,3.17
163,92,"Hoffman, Jeffrey A.",male,1944,U.S.,FALSE,NASA- 8,1978,5,MSP,1985,STS-51-D,STS-51-D,STS-51-D,STS-51-D,167,1211.9,3.17,25.2
163,92,"Hoffman, Jeffrey A.",male,1944,U.S.,FALSE,NASA- 8,1978,5,MSP,1990,STS-35,STS-35,STS-35,STS-35,215,1211.9,0,25.2
163,92,"Hoffman, Jeffrey A.",male,1944,U.S.,FALSE,NASA- 8,1978,5,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,1211.9,0,25.2
163,92,"Hoffman, Jeffrey A.",male,1944,U.S.,FALSE,NASA- 8,1978,5,MSP,1993,STS-61,STS-61,STS-61,STS-61,259,1211.9,22.03,25.2
163,92,"Hoffman, Jeffrey A.",male,1944,U.S.,FALSE,NASA- 8,1978,5,MSP,1996,STS-75,STS-75,STS-75,STS-75,377,1211.9,0,25.2
164,93,"Garn, Edwin Jacob",male,1932,U.S.,TRUE,PS,1985,1,PSP,1985,STS-51D,STS-51D,STS-51D,STS-51D,168.15,168.15,0,0
165,94,"Gregory, Frederick D.",male,1941,U.S.,TRUE,NASA Astronaut Group 8,1978,3,pilot,1985,STS-51-B,STS-51-B,STS-51-B,STS-51-B,168,455,0,0
165,94,"Gregory, Frederick D.",male,1941,U.S.,TRUE,NASA Astronaut Group 8,1978,3,commander,1989,STS-33,STS-33,STS-33,STS-33,120,455,0,0
165,94,"Gregory, Frederick D.",male,1941,U.S.,TRUE,NASA Astronaut Group 8,1978,3,commander,1991,STS-44,STS-44,STS-44,STS-44,166,455,0,0
166,95,"Lind, Don L.",male,1930,U.S.,TRUE,NASA- 5,1966,1,MSP,1985,STS-51-B,STS-51-B,STS-51-B,STS-51-B,168,168,0,0
167,96,"Lodewijk, van der Berg",male,1932,U.S.,FALSE,PS,1983,1,PSP,1985,Spacelab-3,STS-51-B,STS-51-B,STS-51-B,168.525,168.525,0,0
168,97,"Wang, Taylor Gun-Jin",male,1940,U.S.,FALSE,Spacelab-3 mission payload specialist,1984,1,PSP,1985,spacelab-3,STS-51B,STS-51B,STS-51B,168.525,168.525,0,0
169,98,"Creighton, John O.",male,1943,U.S.,TRUE,NASA- 8,1978,3,pilot,1985,STS-51-G,STS-51-G,STS-51-G,STS-51-G,170,404,0,0
169,98,"Creighton, John O.",male,1943,U.S.,TRUE,NASA- 8,1978,3,commander,1990,STS-36,STS-36,STS-36,STS-36,106,404,0,0
169,98,"Creighton, John O.",male,1943,U.S.,TRUE,NASA- 8,1978,3,commander,1991,STS-48,STS-48,STS-48,STS-48,128,404,0,0
170,99,"Nagel, Steven R.",male,1946,U.S.,TRUE,NASA-8,1978,4,MSP,1985,STS-51G,STS-51G,STS-51G,STS-51G,170,522,0,0
170,99,"Nagel, Steven R.",male,1946,U.S.,TRUE,NASA-8,1978,4,pilot,1985,STS-61A,STS-61A,STS-61A,STS-61A,169,522,0,0
170,99,"Nagel, Steven R.",male,1946,U.S.,TRUE,NASA-8,1978,4,commander,1991,STS-37,STS-37,STS-37,STS-37,143,522,0,0
170,99,"Nagel, Steven R.",male,1946,U.S.,TRUE,NASA-8,1978,4,commander,1993,STS-55,STS-55,STS-55,STS-55,240,522,0,0
171,100,"Lucid, Shannon W.",female,1943,U.S.,FALSE,NASA- 8,1978,5,MSP,1985,STS-51-G,STS-51-G,STS-51-G,STS-51-G,169,5353,0,0
171,100,"Lucid, Shannon W.",female,1943,U.S.,FALSE,NASA- 8,1978,5,MSP,1989,STS-34,STS-34,STS-34,STS-34,119,5353,0,0
171,100,"Lucid, Shannon W.",female,1943,U.S.,FALSE,NASA- 8,1978,5,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,5353,0,0
171,100,"Lucid, Shannon W.",female,1943,U.S.,FALSE,NASA- 8,1978,5,MSP,1993,STS-58,STS-58,STS-58,STS-58,336,5353,0,0
171,100,"Lucid, Shannon W.",female,1943,U.S.,FALSE,NASA- 8,1978,5,MSP,1996,22,STS-79,Mir,STS-76,4516,5353,0,0
172,2,"Baudry, Patrick",male,1946,France,TRUE,CNES-1,1980,1,PSP,1985,STS-51G,STS-51G,STS-51G,STS-51G,169.63,169.63,0,0
173,1,"Al-saud, Sultan bin Salman",male,1956,Saudi Arabia,FALSE,Saudi-Arabia,1985,1,PSP,1985,STS-51G,STS-51G,STS-51G,STS-51G,170,170,0,0
174,101,"Bridges, Roy D., Jr.",male,1943,U.S.,TRUE,NASA- 9,1980,1,pilot,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190,190,0,0
175,102,"Henize, Karl G.",male,1926,U.S.,FALSE,NASA- 6,1967,1,MSP,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190,190.75,0,0
176,103,"England, Anthony W.",male,1942,U.S.,FALSE,NASA- 6,1967,1,MSP,1985,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190,190,0,0
177,104,"Acton, Loren Wilbur",male,1936,U.S.,FALSE,PS for Spacelab-2,1978,1,PSP,1978,Spacelab-2,STS-51-F,STS-51-F,STS-51-F,190.94,190.94,0,0
178,105,"Bartoe, John-David Francis",male,1944,U.S.,FALSE,PS for Spacelab-2,1978,1,PSP,1978,STS-51-F,STS-51-F,STS-51-F,STS-51-F,190.94,190.94,0,0
179,106,"Covey, Richard O.",male,1946,U.S.,TRUE,NASA- 8,1978,4,pilot,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,645,0,0
179,106,"Covey, Richard O.",male,1946,U.S.,TRUE,NASA- 8,1978,4,pilot,1988,STS-26,STS-26,STS-26,STS-26,97,645,0,0
179,106,"Covey, Richard O.",male,1946,U.S.,TRUE,NASA- 8,1978,4,commander,1990,STS-38,STS-38,STS-38,STS-38,118,645,0,0
179,106,"Covey, Richard O.",male,1946,U.S.,TRUE,NASA- 8,1978,4,commander,1993,STS-61,STS-61,STS-61,STS-61,260,645,0,0
180,107,"Lounge, John M.",male,1946,U.S.,FALSE,NASA- 9,1980,3,MSP,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,482,0,0
180,107,"Lounge, John M.",male,1946,U.S.,FALSE,NASA- 9,1980,3,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,482,0,0
180,107,"Lounge, John M.",male,1946,U.S.,FALSE,NASA- 9,1980,3,MSP,1990,STS-35,STS-35,STS-35,STS-35,215,482,0,0
181,108,"Fisher, William F.",male,1946,U.S.,FALSE,NASA- 9,1980,1,MSP,1985,STS-51-I,STS-51-I,STS-51-I,STS-51-I,170,170,11.76,11.76
182,59,"Vasyutin, Vladimir",male,1952,U.S.S.R/Russia,TRUE,TsPK-6,1976,1,commander,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557,1557.87,0,0
183,60,"Volkov, Alexander",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,3,MSP,1985,Salyut 7,Soyuz T­14,Salyut 7,Soyuz T­14,1557,9395.87,0,10.2
183,60,"Volkov, Alexander",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,3,MSP,1989,4,Soyuz TM­7,Mir,Soyuz TM­7,3635,9395.87,6,10.2
183,60,"Volkov, Alexander",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,3,MSP,1992,10,Soyuz TM­13,Mir,Soyuz TM­13,4202,9395.87,4.2,10.2
184,109,"Grabe, Ronald J.",male,1945,U.S.,TRUE,NASA Astronaut Group 9,1980,4,pilot,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97.73,626.73,0,0
184,109,"Grabe, Ronald J.",male,1945,U.S.,TRUE,NASA Astronaut Group 10,1980,4,pilot,1989,STS-30,STS-30,STS-30,STS-30,97,626.73,0,0
184,109,"Grabe, Ronald J.",male,1945,U.S.,TRUE,NASA Astronaut Group 11,1980,4,commander,1992,STS-42,STS-42,STS-42,STS-42,193,626.73,0,0
184,109,"Grabe, Ronald J.",male,1945,U.S.,TRUE,NASA Astronaut Group 12,1980,4,commander,1993,STS-57,STS-57,STS-57,STS-57,239,626.73,0,0
185,110,"Hilmers, David C.",male,1950,U.S.,TRUE,NASA- 9,1980,4,MSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,97,493,0,0
185,110,"Hilmers, David C.",male,1950,U.S.,TRUE,NASA- 10,1980,4,MSP,1988,STS-26,STS-26,STS-26,STS-26,97,493,0,0
185,110,"Hilmers, David C.",male,1950,U.S.,TRUE,NASA- 11,1980,4,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,493,0,0
185,110,"Hilmers, David C.",male,1950,U.S.,TRUE,NASA- 12,1980,4,MSP,1992,STS-42,STS-42,STS-42,STS-42,193,493,0,0
186,111,"Pailes, William Arthur",male,1936,U.S.,TRUE,USAF group,1982,1,PSP,1985,STS-51-J,STS-51-J,STS-51-J,STS-51-J,98.11,98.11,0,0
187,112,"Dunbar, Bonnie J.",female,1949,U.S.,FALSE,NASA- 9,1980,5,MSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168,1208,0,0
187,112,"Dunbar, Bonnie J.",female,1949,U.S.,FALSE,NASA- 9,1980,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,1208,0,0
187,112,"Dunbar, Bonnie J.",female,1949,U.S.,FALSE,NASA- 9,1980,5,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,1208,0,0
187,112,"Dunbar, Bonnie J.",female,1949,U.S.,FALSE,NASA- 9,1980,5,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,1208,0,0
187,112,"Dunbar, Bonnie J.",female,1949,U.S.,FALSE,NASA- 9,1980,5,MSP,1998,STS-89,STS-89,STS-89,STS-89,211,1208,0,0
188,2,"Furrer, Reinhard Alfred",male,1940,Germany,FALSE,DLR-1,1982,1,PSP,1985,STS-61A,STS-61A,STS-61A,STS-61A,168.73,168.73,0,0
189,3,"Messerschmid, Ernst Willi",male,1945,Germany,TRUE,DLR-1,1982,1,PSP,1985,STS-61A,STS-61A,STS-61A,STS-61A,168.73,168.73,0,0
190,1,"Ockels, Wubbo Johannes",male,1946,Netherland,FALSE,1978 ESA Group,1978,1,PSP,1985,STS-61-A,STS-61-A,STS-61-A,STS-61-A,168.73,168.73,0,0
191,113,"O'Connor, Bryan D.",male,1946,U.S.,TRUE,NASA-9,1980,2,pilot,1985,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,STS-61B Atlantis,165,386,0,0
191,113,"O'Connor, Bryan D.",male,1946,U.S.,TRUE,NASA-9,1980,2,commander,1991,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,STS-40 Columbia,218,386,0,0
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1985,STS-61,STS-61,STS-61,STS-61,165,1393,12.2,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,1393,0,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1991,STS-37,STS-37,STS-37,STS-37,143,1393,10.58,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1993,STS-55,STS-55,STS-55,STS-55,239,1393,0,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1995,STS-74,STS-74,STS-74,STS-74,129,1393,7.25,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,1998,STS-88,STS-88,STS-88,STS-88,283,1393,14.38,58.53
192,114,"Ross, Jerry L.",male,1948,U.S.,TRUE,NASA-9,1980,7,MSP,2002,STS-110,STS-110,STS-110,STS-110,259,1393,14.12,58.53
193,115,"Cleave, Mary L.",female,1947,U.S.,FALSE,NASA- 9,1980,2,MSP,1985,STS-30,STS-30,STS-30,STS-30,97,262,0,0
193,115,"Cleave, Mary L.",female,1947,U.S.,FALSE,NASA- 9,1980,2,MSP,1989,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,262,0,0
194,116,"Spring, Sherwood C.",male,1944,U.S.,TRUE,1980 NASA group,1980,1,MSP,1985,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165,165,12.17,12.17
195,1,"Neri Vela, Rodolfl",male,1952,Mexico,FALSE,1985 NASA Group,1985,1,PSP,1985,STS-61-B,STS-61-B,STS-61-B,STS-61-B,165.07,165.67,0,0
196,117,"Bolden, Charles F., Jr.",male,1946,U.S.,TRUE,NASA- 9,1980,4,pilot,1986,STS-61-C,STS-61-C,STS-61-C,STS-61-C,74,680,0,0
196,117,"Bolden, Charles F., Jr.",male,1946,U.S.,TRUE,NASA- 9,1980,4,pilot,1990,STS-31,STS-31,STS-31,STS-31,121,680,0,0
196,117,"Bolden, Charles F., Jr.",male,1946,U.S.,TRUE,NASA- 9,1980,4,commander,1992,STS-45,STS-45,STS-45,STS-45,214,680,0,0
196,117,"Bolden, Charles F., Jr.",male,1946,U.S.,TRUE,NASA- 9,1980,4,commander,1994,STS-60,STS-60,STS-60,STS-60,199,680,0,0
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1986,STS-61-C,STS-61-C,STS-61-C,STS-61-C,146,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1989,STS-34,STS-34,STS-34,STS-34,120,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1994,STS-60,STS-60,STS-60,STS-60,199,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1996,STS-75,STS-75,STS-75,STS-75,377,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,1998,STS-91,STS-91,STS-91,STS-91,236,1601,0,19.52
197,118,"Chang-Diaz, Franklin R.",male,1950,U.S.,FALSE,NASA- 9,1980,7,MSP,2002,STS-111,STS-111,STS-111,STS-111,333,1601,19.52,19.52
198,119,"Cenker, Robert Joseph",male,1948,U.S.,FALSE,PS by RCA,1985,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,146.42,146.42,0,0
199,120,"Nelson, William Clarence",male,1942,U.S.,FALSE,Congress Observer,1984,1,PSP,1986,STS-61C,STS-61C,STS-61C,STS-61C,6.03,6.03,0,0
200,121,"Smith, Michael John",male,1945,U.S.,TRUE,1980 NASA group 9,1980,1,pilot,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0
201,122,"Jarvis, Gregory Bruce",male,1944,U.S.,FALSE,PS by SAL,1984,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0
202,123,"McAuliffe, Sharon Christa Corrigan",female,1948,U.S.,FALSE,1985 Teacher in Space,1985,1,PSP,1986,STS-51L,STS-51L,explosion,explosion,0.61,0.61,0,0
203,61,"Laveykin, Aleksandr",male,1951,U.S.S.R/Russia,FALSE,NPOE-4,1978,1,flight engineer,1987,2,Soyuz TM­2,Mir,Soyuz TM­2,4179,4179.42,8.8,8.8
204,62,"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,TRUE,TsPK-7,1978,4,commander,1987,1,Soyuz TM­3,Mir EP,Soyuz TM­2,191,11737.55,0,19.65
204,62,"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,TRUE,TsPK-7,1978,4,commander,1990,5,Soyuz TM­8,Mir,Soyuz TM­8,3990,11737.55,17.6,19.65
204,62,"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,TRUE,TsPK-7,1978,4,commander,1992,11,Soyuz TM­14,Mir,Soyuz TM­14,3494,11737.55,2.05,19.65
204,62,"Viktorenko, Aleksandr",male,1947,U.S.S.R/Russia,TRUE,TsPK-7,1978,4,commander,1994,17,Soyuz TM­20,Mir,Soyuz TM­20,4061,11737.55,0,19.65
205,1,"Faris, M. Achmed",male,1951,Syria,TRUE,Syria,1985,1,MSP,1987,1,Soyuz TM-3,Mir EP,Soyuz TM-2,191,191,0,0
206,63,"Manarov, Musa",male,1951,U.S.S.R/Russia,TRUE,NPOE-4,1978,2,flight engineer,1987,3,Soyuz TM­4,Mir,Soyuz TM­6,8782,12984.47,13.78,34.38
206,63,"Manarov, Musa",male,1951,U.S.S.R/Russia,TRUE,NPOE-4,1978,2,flight engineer,1990,8,Soyuz TM­11,Mir,Soyuz TM­11,4201,12984.47,20.75,34.38
207,64,"Levchenko, Anatoli",male,1941,U.S.S.R/Russia,TRUE,LII-1,1977,1,MSP,1987,Soyuz TM­4/3,Soyuz TM­4,Soyuz TM­4,Soyuz TM­3,189,189.97,0,0
208,65,"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,5,commander,1988,2,Soyuz TM­5,Mir EP,Soyuz TM­4,236,15624.03,0,78.8
208,65,"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,5,commander,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,15624.03,10.78,78.8
208,65,"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,5,commander,1993,12,Soyuz TM­15,Mir,Soyuz TM­15,4533,15624.03,18.35,78.8
208,65,"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,5,commander,1995,19,STS­71,Mir,Soyuz TM­21,1811,15624.03,14.53,78.8
208,65,"Solovyev, Anatoly",male,1948,U.S.S.R/Russia,TRUE,TsPK-6,1976,5,commander,1997,24,Soyuz TM­26,Mir,Soyuz TM­26,4745,15624.03,89.13,78.8
209,2,"Aleksandrov, Aleksandr",male,1951,Bulgaria,TRUE,1978 Intercosmos Group,1978,1,pilot,1988,2,Soyuz TM-5,Mir EP,Soyuz TM-4,47,47,0,0
210,66,"Polyakov, Valeri",male,1942,U.S.S.R/Russia,FALSE,IMBP-1,1972,2,flight engineer,1988,3,Soyuz TM­6,Mir,Soyuz TM­7,5782,16288.53,0,0
