"groups","claim","status","statistics.sources","date.year","date.month","date.day","statistics.# wounded_low","statistics.# wounded_high","statistics.# killed_low","statistics.# killed_high","statistics.# killed_low_civilian","statistics.# killed_high_civilian","statistics.# killed_low_political","statistics.# killed_high_political","statistics.# killed_low_security","statistics.# killed_high_security","statistics.# belt_bomb","statistics.# truck_bomb","statistics.# car_bomb","statistics.# weapon_oth","statistics.# weapon_unk","target.weapon","target.region","target.subregion","target.country","target.province","target.city","target.location","target.latitude","target.longtitude","target.desc","target.type","target.nationality","statistics.# attackers","statistics.# female_attackers","statistics.# male_attackers","statistics.# unknown_attackers","attacker.gender"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Europe","Southern Europe","Montenegro","Podgorica","Podgorica","Embassy, United States Embassy in Podgorica","42.44111","19.26361","United States Embassy in Podgorica","Political","American","1","0","1","0","Male"
"Islamic State - Fezzan Province","Claimed","Confirmed Suicide","2","2018","2","3","3","10","3","5","0","0","0","0","3","5","0","0","1","0","0","Car bomb","Africa","Northern Africa","Libya","Al Jufrah","Waddan","Haftar Army Checkpoint in Libyan Municipality of Jufra","29.1561","16.1463","Checkpoint controlled by Libyan National Army Forces","Security","Libyan","1","0","1","0","Male"
"Al-Shabaab","Claimed","Possible - Conflicting Reports","3","2018","2","5","10","18","9","22","7","13","1","1","1","1","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Banaadir","Mogadishu","Hotel, Near presidential palace complex and intelligence headquarters","2.03711","45.34375","Dorbin Hotel","Civilian","Somali","1","0","1","0","Male"
"Islamic State","Claimed","Confirmed Suicide","3","2018","2","7","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Kirkuk","Kirkuk","Headquarters of Asaib Ahl al-Haqq","35.46","44.39","Iraqi PMF Forces in central Kirkuk","Security","Iraqi","1","0","1","0","Male"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","3","2018","2","5","22","70","18","22","18","21","0","0","0","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Konduga","Market, Tashan Kifi Fish Market","11.651667","13.419444","Nigerian Civilians at Fish Market","Civilian","Nigerian","3","2","1","0","Female"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","3","2018","2","5","22","70","18","22","18","21","0","0","0","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Konduga","Market, Tashan Kifi Fish Market","11.651667","13.419444","Nigerian Civilians at Fish Market","Civilian","Nigerian","3","2","1","0","Male"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","3","2018","2","5","22","70","18","22","18","21","0","0","0","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Konduga","Market, Tashan Kifi Fish Market","11.651667","13.419444","Nigerian Civilians at Fish Market","Civilian","Nigerian","3","2","1","0","Female"
"Unknown Group","Unclaimed","Possible - Too Few Sources","1","2018","2","5","2","2","0","1","0","1","0","0","0","0","0","0","0","1","0","Motorcycle bomb","Asia","Western Asia","Iraq","Kirkuk","Daquq","Area home to many relious shrines","35.138411","44.444667","The district of Daquq, south of Kirkuk","Civilian","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Pakistan","F.A.T.A.","Mamond Tehsil","Gatkai area","34.8","71.47","Pakistani Security forces in Mamond tehsil of Bajaur Agency","Security","Pakistani","1","0","1","0","Male"
"Islamic State of Iraq","Claimed","Confirmed Suicide","7","2010","12","1","20","25","3","5","0","3","0","0","0","2","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Al-Anbar","Ramadi","State Government, Central Ramadi","33.434167","43.268611","Anbar Provincial Government Offices","Political","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","2","2018","2","7","0","0","25","25","0","0","0","0","25","25","0","0","0","1","0","Mixed","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Ghariba","Syria-Iraq Border positions in Al-Dashisha village","35.647914","40.719119","PMF Forces at the Border Position","Security","Iraqi","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","2","2018","2","7","0","0","25","25","0","0","0","0","25","25","0","0","0","1","0","Mixed","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Ghariba","Syria-Iraq Border positions in Al-Dashisha village","35.647914","40.719119","PMF Forces at the Border Position","Security","Iraqi","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","2","2018","2","7","0","0","25","25","0","0","0","0","25","25","0","0","0","1","0","Mixed","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Ghariba","Syria-Iraq Border positions in Al-Dashisha village","35.647914","40.719119","PMF Forces at the Border Position","Security","Iraqi","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Possible - Too Few Sources","2","2018","2","7","0","0","25","25","0","0","0","0","25","25","0","0","0","1","0","Mixed","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al Ghariba","Syria-Iraq Border positions in Al-Dashisha village","35.647914","40.719119","PMF Forces at the Border Position","Security","Iraqi","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2011","1","6","2","2","1","1","1","1","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Khost","Sabari District","Afghan and NATO forces preparing to patrol in the Sabari district","33.53","69.9","Joint NATO-ISAF and Afghan National Army (ANA) patrol","Security","Multinational","3","0","1","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2011","1","6","2","2","1","1","1","1","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Khost","Sabari District","Afghan and NATO forces preparing to patrol in the Sabari district","33.53","69.9","Joint NATO-ISAF and Afghan National Army (ANA) patrol","Security","Multinational","3","0","1","2","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2011","1","6","2","2","1","1","1","1","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Afghanistan","Khost","Sabari District","Afghan and NATO forces preparing to patrol in the Sabari district","33.53","69.9","Joint NATO-ISAF and Afghan National Army (ANA) patrol","Security","Multinational","3","0","1","2","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","3","2017","2","4","4","6","2","3","0","0","0","0","2","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Khalis","Baghdad-Kirkuk Road","33.85","44.52","Iraqi security barricade","Security","Iraqi","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Possible - Conflicting Reports","3","2017","2","4","4","6","2","3","0","0","0","0","2","3","0","0","1","0","0","Car bomb","Asia","Western Asia","Iraq","Diyala","Khalis","Baghdad-Kirkuk Road","33.85","44.52","Iraqi security barricade","Security","Iraqi","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2011","6","4","0","0","6","6","5","5","0","0","1","1","0","0","1","0","0","Car bomb","Africa","Western Africa","Nigeria","Federal Capital Territory","Abuja","Inside National Police Headquarters","9.0543337","7.3940348","Nigerian Police Headquarters","Security","Nigerian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2014","4","1","4","5","1","1","0","0","0","0","1","1","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Kirkuk","Huwayjah","Alateba Road in Hawija","35.33","43.77","Iraqi Security Forces leaving Polling Station","Security","Iraqi","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","5","1","28","0","7","0","7","0","0","0","0","0","0","0","1","0","Unspecified","Africa","Western Africa","Nigeria","Yobe","Buni Yadi","Mosque, Outside of Mosque","11.28238","12.02417","Nigerian Mosque Worshippers","Civilian","Nigerian","1","1","0","0","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","5","2018","3","5","5","22","1","3","1","3","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Qabil Bay Neighborhood, near Australian embassy vehicles","34.53","69.17","NATO convoy","Security","Multinational","1","0","0","1","Unknown"
"Islamic State - Sinai Province","Claimed","Possible - Too Few Sources","1","2018","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","Unspecified","Africa","Northern Africa","Egypt","Shamal Sina'","Al Arish","South of Al Arish City","31.132072","33.803376","Cluster of Egyptian Army Vehicles","Security","Egyptian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","3","2018","3","7","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Southern Asia","Iran","Sistan and Baluchestan","Saravan","Border Checkpoint Outside Saravan","27.370833","62.334167","IRGC Border Checkpoint","Security","Iranian","1","0","1","0","Male"
"Islamic State - Cyrenaica Province","Claimed","Confirmed Suicide","2","2018","3","4","5","5","6","8","3","4","0","0","3","4","0","0","1","0","0","Car bomb","Africa","Northern Africa","Libya","Al Wahat","Ajdabiya","Eastern exit or Ajdabiya","30.7555","20.2252","Libyan Security Forces","Security","Libyan","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","3","9","9","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","Alkaramti area by the Giwa Military Barracks","11.833333","13.15","Nigerian civilian residents","Civilian","Nigerian","2","2","0","0","Female"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","3","9","9","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","Alkaramti area by the Giwa Military Barracks","11.833333","13.15","Nigerian civilian residents","Civilian","Nigerian","2","2","0","0","Female"
"Islamic State Yemen","Claimed","Confirmed Suicide","3","2018","3","2","5","30","3","6","1","1","0","0","2","5","0","0","1","0","0","Car bomb","Asia","Western Asia","Yemen","'Adan","Aden","Mess Hall at a Yemeni Army Base in Aden","12.8","45.033333","Soldiers of the Security Belt Brigade at Yemeni Army Mess Hall","Security","Yemeni","1","0","1","0","Male"
"Tehrik-i-Taliban Pakistan","Claimed","Confirmed Suicide","2","2018","3","3","13","20","6","9","1","4","0","0","5","5","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Punjab","Lahore","Town of Raiwind","31.55","74.34","Police security post","Security","Pakistani","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2018","3","6","2","4","3","3","3","3","0","0","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Police District Nine, Despechari (Dispichari) Area","34.53","69.17","G4S security contracting firm","Security","British","1","0","0","1","Unknown"
"Taliban (IEA)","Denied","Confirmed Suicide","3","2018","3","3","18","52","26","29","26","29","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Hospital, Ali Abad hospital across from Kabul University: Near Shiite Hazara Shrine","34.53","69.17","Afghan civilians celebrating the Persian New year holiday (Nowruz)","Civilian","Afghan","1","0","1","0","Male"
"Islamic State - Khorasan Province","Claimed","Confirmed Suicide","3","2018","3","3","18","52","26","29","26","29","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Southern Asia","Afghanistan","Kabul","Kabul","Hospital, Ali Abad hospital across from Kabul University: Near Shiite Hazara Shrine","34.53","69.17","Afghan civilians celebrating the Persian New year holiday (Nowruz)","Civilian","Afghan","1","0","1","0","Male"
"Islamic State - Khorasan Province","Claimed","Confirmed Suicide","2","2018","3","7","7","8","1","1","1","1","0","0","0","0","0","0","0","1","0","Unspecified PBIED","Asia","Southern Asia","Afghanistan","Herat","Herat","Mosque, Nabi Akram Mosque (Shiite) located in Police District 7","34.35","62.2","Afghan Shi'ite Mosque","Civilian","Afghan","1","0","1","0","Male"
"Islamic State","Suspected","Possible - Too Few Sources","1","2018","3","4","0","0","11","11","0","0","0","0","11","11","0","0","0","1","0","Unspecified PBIED","Asia","Western Asia","Syria","Deir ez-Zor","Abu Kamel","Al-Susah area","34.453611","40.936667","Syrian government forces","Security","Syrian","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","1","17","17","3","3","0","0","0","0","3","3","0","0","0","1","0","Other VBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","Muna Datti Area Mine","11.833333","13.15","Nigerian Civilian Joint Task Force Members","Security","Nigerian","1","0","1","0","Male"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al-Shadadi","Entrance to Shadadi City","36.055556","40.720833","Syrian Democratic Forces","Security","Syrian","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al-Shadadi","Entrance to Shadadi City","36.055556","40.720833","Syrian Democratic Forces","Security","Syrian","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al-Shadadi","Entrance to Shadadi City","36.055556","40.720833","Syrian Democratic Forces","Security","Syrian","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","3","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Asia","Western Asia","Syria","Hasaka (Al Haksa)","Al-Shadadi","Entrance to Shadadi City","36.055556","40.720833","Syrian Democratic Forces","Security","Syrian","4","0","0","4","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2011","3","3","16","20","7","14","7","8","0","0","0","2","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Khyber-Pakhtunkhwa","Swabi","Police Checkpoint within city","34.14","72.48","Pakistani Police checkpoint","Security","Pakistani","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2008","2","1","11","13","8","10","7","9","1","1","0","0","0","0","1","0","0","Car bomb","Asia","Southern Asia","Pakistan","F.A.T.A.","Idak","Miran Shah Road","32.980965","70.197744","Candidate Nisar Ali, member of Awami National Party (ANP)","Political","Pakistani","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","4","2018","3","5","2","6","0","1","0","1","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Maiduguri","Mosque, Zawuya Settlement","11.833333","13.15","Open-air mosque","Civilian","Nigerian","1","1","0","0","Female"
"Islamic State - Wilayat Jaza¡¯ir","Suspected","Possible - Conflicting Reports","2","2018","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Northern Africa","Tunisia","Medenine","Ben Gardane","Magroun area Desert Outside of a Nature Preserve","33.13783","11.21965","Tunisian National Guard","Security","Tunisian","1","0","1","0","Male"
"Taliban (IEA)","Claimed","Confirmed Suicide","5","2019","1","1","58","70","36","45","0","0","0","0","36","45","0","0","1","0","0","Car bomb","Asia","Southern Asia","Afghanistan","Wardak","Maidan Shahr","Main Building of the NDS Forces Training Center","34.39","68.87","National Directorate of Security (NDS) Forces Training Center","Security","Afghan","1","0","1","0","Male"
"Islamic State - Khorasan Province","Claimed","Confirmed Suicide","2","2018","4","2","5","15","6","7","0","0","0","0","6","7","0","0","0","1","0","Motorcycle bomb","Asia","Southern Asia","Pakistan","Baluchistan","Quetta","On the road to the Quetta airport","30.19","67.01","Police van","Security","Pakistani","1","0","0","1","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","4","6","7","12","1","1","0","0","0","0","1","1","0","0","1","0","0","Car bomb","Africa","Western Africa","Mali","Timbuktu","Timbuktu","Timbuktu airport","16.77348","-3.00742","France's Barkhan Camp and UN Peacekeepers","Security","French","2","0","0","2","Unknown"
"Unknown Group","Unclaimed","Confirmed Suicide","2","2018","4","6","7","12","1","1","0","0","0","0","1","1","0","0","1","0","0","Car bomb","Africa","Western Africa","Mali","Timbuktu","Timbuktu","Timbuktu airport","16.77348","-3.00742","France's Barkhan Camp and UN Peacekeepers","Security","French","2","0","0","2","Unknown"
"Islamic State - Sinai Province","Claimed","Confirmed Suicide","2","2018","4","6","15","15","8","8","0","0","0","0","8","8","1","0","0","0","0","Belt bomb","Africa","Northern Africa","Egypt","Shamal Sina'","Al Qosimah","""Central Sinai""","30.668234","34.367796","Egyptian Army Base in ""Central Sinai""","Security","Egyptian","2","0","2","0","Male"
"Islamic State - Sinai Province","Claimed","Confirmed Suicide","2","2018","4","6","15","15","8","8","0","0","0","0","8","8","1","0","0","0","0","Belt bomb","Africa","Northern Africa","Egypt","Shamal Sina'","Al Qosimah","""Central Sinai""","30.668234","34.367796","Egyptian Army Base in ""Central Sinai""","Security","Egyptian","2","0","2","0","Male"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","4","2018","4","7","80","83","15","34","14","33","0","0","1","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","near viewing center outside of Maiduguri","11.833333","13.15","Center of Maiduguri","Civilian","Nigerian","3","0","0","3","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","4","2018","4","7","80","83","15","34","14","33","0","0","1","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","near viewing center outside of Maiduguri","11.833333","13.15","Center of Maiduguri","Civilian","Nigerian","3","0","0","3","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","4","2018","4","7","80","83","15","34","14","33","0","0","1","1","0","0","0","1","0","Unspecified PBIED","Africa","Western Africa","Nigeria","Borno","Maiduguri","near viewing center outside of Maiduguri","11.833333","13.15","Center of Maiduguri","Civilian","Nigerian","3","0","0","3","Unknown"
"Islamic State","Claimed","Confirmed Suicide","3","2018","4","6","7","9","2","5","0","0","0","1","2","4","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Hit","Headquarters of the Al-Hal Party, Al-Qadisiyah neighborhood","33.64","42.82","meeting of Iraqi al-hal party members","Political","Iraqi","2","0","2","0","Male"
"Islamic State","Claimed","Confirmed Suicide","3","2018","4","6","7","9","2","5","0","0","0","1","2","4","1","0","0","0","0","Belt bomb","Asia","Western Asia","Iraq","Al-Anbar","Hit","Headquarters of the Al-Hal Party, Al-Qadisiyah neighborhood","33.64","42.82","meeting of Iraqi al-hal party members","Political","Iraqi","2","0","2","0","Male"
"Al-Shabaab","Claimed","Confirmed Suicide","3","2018","4","7","0","0","12","59","0","0","0","0","12","59","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Shabeellaha Hoose","Buulo Mareer","near main highway","1.631944","44.522222","AMISOM base","Security","Multinational","2","0","0","2","Unknown"
"Al-Shabaab","Claimed","Confirmed Suicide","3","2018","4","7","0","0","12","59","0","0","0","0","12","59","0","0","1","0","0","Car bomb","Africa","Eastern Africa","Somalia","Shabeellaha Hoose","Buulo Mareer","near main highway","1.631944","44.522222","AMISOM base","Security","Multinational","2","0","0","2","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","2","2018","4","6","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Konduga","Village of Mandanari","11.651667","13.419444","Nigerian soldiers","Security","Nigerian","2","0","0","2","Unknown"
"Boko Haram (Shekau Faction)","Suspected","Confirmed Suicide","2","2018","4","6","3","3","0","0","0","0","0","0","0","0","1","0","0","0","0","Belt bomb","Africa","Western Africa","Nigeria","Borno","Konduga","Village of Mandanari","11.651667","13.419444","Nigerian soldiers","Security","Nigerian","2","0","0","2","Unknown"
