"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"Arkansas","203","6","19","184","2008/12","12","December","2008","29787","592","771","6725"
"New Mexico","238","0","4","37","2008/12","12","December","2008","40273","0","120","2460"
"Indiana","459","12","7","255","2008/12","12","December","2008","78117","1345","290","17617"
"Maryland","470","2","10","219","2008/12","12","December","2008","84423","169","510","24575"
"Texas","3579","116","58","2910","2008/12","12","December","2008","640976","8396","5457","172470"
"Wyoming","79","0","0","24","2008/12","12","December","2008","17983","0","0","1049"
"Tennessee","627","4","16","616","2008/12","12","December","2008","100568","211","755","47300"
"Iowa","155","2","9","88","2008/12","12","December","2008","30297","180","650","9974"
"Wisconsin","315","4","12","82","2008/12","12","December","2008","71570","275","754","4253"
"Arizona","707","4","0","66","2008/12","12","December","2008","142862","959","0","4521"
"Louisiana","674","18","24","34","2008/12","12","December","2008","131150","1014","1525","2299"
"Michigan","272","44","31","21","2008/12","12","December","2008","58843","4173","4514","1402"
"Kansas","177","6","40","12","2008/12","12","December","2008","32507","896","2740","805"
"Utah","280","12","19","228","2008/12","12","December","2008","53275","1495","2161","20702"
"Virginia","1010","12","14","743","2008/12","12","December","2008","182400","2451","1223","12309"
"Oregon","251","2","3","204","2008/12","12","December","2008","61089","345","408","27739"
"Connecticut","136","10","3","22","2008/12","12","December","2008","33175","1321","200","1972"
"District of Columbia","7","0","4","0","2008/12","12","December","2008","1235","0","489","0"
"New Hampshire","70","28","0","108","2008/12","12","December","2008","19179","6871","0","28005"
"Massachusetts","285","26","12","225","2008/12","12","December","2008","74474","3592","2507","22120"
"West Virginia","60","0","0","0","2008/12","12","December","2008","10322","0","0","0"
"South Carolina","739","0","27","116","2008/12","12","December","2008","127826","0","1587","18545"
"Vermont","55","0","0","36","2008/12","12","December","2008","10088","0","0","2501"
"Delaware","184","2","4","69","2008/12","12","December","2008","20048","214","546","5709"
"North Dakota","45","0","4","0","2008/12","12","December","2008","5537","0","75","0"
"California","1692","60","77","1911","2008/12","12","December","2008","409716","8293","8386","293237"
"Pennsylvania","788","22","10","172","2008/12","12","December","2008","137118","2326","1129","8970"
"Florida","1725","30","40","1383","2008/12","12","December","2008","377573","4412","6056","148147"
"Kentucky","292","20","6","63","2008/12","12","December","2008","43481","1526","346","6547"
"Rhode Island","103","6","0","0","2008/12","12","December","2008","14597","500","0","0"
"Nebraska","149","2","20","121","2008/12","12","December","2008","27026","198","851","4754"
"Missouri","248","8","4","91","2008/12","12","December","2008","47682","536","329","5882"
"Ohio","638","0","40","259","2008/12","12","December","2008","124539","0","3722","12181"
"Alabama","575","0","3","219","2008/12","12","December","2008","91523","0","185","11033"
"South Dakota","67","10","0","66","2008/12","12","December","2008","10450","1039","0","10505"
"Alaska","15","6","0","0","2008/12","12","December","2008","3873","1203","0","0"
"Colorado","430","4","0","129","2008/12","12","December","2008","115067","704","0","33024"
"Idaho","206","6","44","11","2008/12","12","December","2008","33630","570","2927","1427"
"New Jersey","562","34","13","327","2008/12","12","December","2008","107072","4348","1281","25121"
"Washington","699","34","28","140","2008/12","12","December","2008","131525","4653","4517","16186"
"North Carolina","1571","20","3","666","2008/12","12","December","2008","280373","708","563","50967"
"Maine","100","2","4","23","2008/12","12","December","2008","20872","220","240","1029"
"New York","663","28","60","678","2008/12","12","December","2008","138280","4102","6171","63946"
"Montana","62","2","3","10","2008/12","12","December","2008","11526","244","362","757"
"Nevada","201","2","0","328","2008/12","12","December","2008","32694","220","0","17651"
"Hawaii","140","0","0","72","2008/12","12","December","2008","36295","0","0","7765"
"Mississippi","382","20","9","37","2009/01","1","January","2009","52716","1138","1063","2177"
"Oklahoma","407","6","12","18","2009/01","1","January","2009","67318","418","630","2986"
"Minnesota","159","2","0","637","2009/01","1","January","2009","38545","143","0","80876"
"Illinois","289","8","25","394","2009/01","1","January","2009","69200","1320","1655","5434"
"Georgia","937","2","6","162","2009/01","1","January","2009","140958","150","296","8210"
"Arkansas","231","34","31","338","2009/01","1","January","2009","34228","2210","2175","11832"
"New Mexico","279","0","3","164","2009/01","1","January","2009","52257","0","422","9940"
"Indiana","306","8","0","85","2009/01","1","January","2009","58048","611","0","6397"
"Maryland","359","6","3","419","2009/01","1","January","2009","65745","513","450","39447"
"Texas","3680","72","75","2294","2009/01","1","January","2009","676472","7242","4250","157789"
"Wyoming","53","2","0","23","2009/01","1","January","2009","11047","130","0","858"
"Tennessee","598","14","20","302","2009/01","1","January","2009","92511","1341","1075","21285"
"Iowa","117","2","4","15","2009/01","1","January","2009","19440","239","268","640"
"Wisconsin","178","8","12","66","2009/01","1","January","2009","40042","729","1075","4438"
"Arizona","561","10","4","168","2009/01","1","January","2009","112570","1322","457","19287"
"Louisiana","778","56","0","41","2009/01","1","January","2009","84026","3116","0","3246"
"Michigan","204","4","28","35","2009/01","1","January","2009","31854","437","2788","2132"
"Kansas","161","2","10","5","2009/01","1","January","2009","26544","150","1708","347"
"Utah","240","8","28","525","2009/01","1","January","2009","40490","893","3617","39951"
"Virginia","887","6","0","99","2009/01","1","January","2009","167821","700","0","8046"
"Oregon","286","4","7","697","2009/01","1","January","2009","61867","471","826","59020"
"Connecticut","90","2","3","6","2009/01","1","January","2009","22673","105","337","369"
"District of Columbia","8","0","0","0","2009/01","1","January","2009","1412","0","0","0"
"New Hampshire","65","0","3","5","2009/01","1","January","2009","13879","0","304","393"
"Massachusetts","233","12","13","63","2009/01","1","January","2009","57118","1635","1819","6428"
"West Virginia","63","8","0","36","2009/01","1","January","2009","11364","1069","0","1800"
"South Carolina","751","0","4","435","2009/01","1","January","2009","132053","0","143","42143"
"Vermont","38","0","0","5","2009/01","1","January","2009","5810","0","0","317"
"Delaware","126","0","0","5","2009/01","1","January","2009","16607","0","0","80"
"North Dakota","1","0","0","0","2009/01","1","January","2009","196","0","0","0"
"California","1150","72","41","749","2009/01","1","January","2009","307804","11618","3644","88004"
"Pennsylvania","811","14","18","106","2009/01","1","January","2009","137482","1437","1698","7515"
"Florida","1694","40","56","1059","2009/01","1","January","2009","392584","4203","7055","93577"
"Kentucky","221","12","3","191","2009/01","1","January","2009","30770","719","96","13510"
"Rhode Island","26","4","3","0","2009/01","1","January","2009","6935","276","275","0"
"Nebraska","103","4","0","92","2009/01","1","January","2009","18070","458","0","5240"
"Missouri","212","14","38","125","2009/01","1","January","2009","43258","1423","2983","7201"
"Ohio","514","4","3","252","2009/01","1","January","2009","93830","482","278","10909"
"Alabama","447","2","0","422","2009/01","1","January","2009","75034","80","0","17538"
"South Dakota","67","0","4","133","2009/01","1","January","2009","10190","0","343","12175"
"Alaska","15","0","0","0","2009/01","1","January","2009","3409","0","0","0"
"Colorado","392","2","3","92","2009/01","1","January","2009","103336","370","348","9872"
"Idaho","134","4","149","216","2009/01","1","January","2009","22482","600","9227","22593"
"New Jersey","432","24","15","213","2009/01","1","January","2009","84912","2834","2047","21244"
"Washington","600","40","38","540","2009/01","1","January","2009","128828","5990","4659","47694"
"North Carolina","1414","6","38","1064","2009/01","1","January","2009","261151","509","1611","61831"
"Maine","104","0","8","0","2009/01","1","January","2009","18930","0","920","0"
"New York","622","78","20","453","2009/01","1","January","2009","111403","7587","2031","39772"
"Montana","60","10","0","5","2009/01","1","January","2009","8045","1151","0","647"
"Nevada","231","0","0","25","2009/01","1","January","2009","36386","0","0","1184"
"Hawaii","108","2","7","238","2009/01","1","January","2009","28450","277","1715","123340"
"Mississippi","300","14","3","27","2009/02","2","February","2009","38981","895","120","1015"
"Oklahoma","561","8","0","8","2009/02","2","February","2009","84279","620","0","450"
"Minnesota","220","0","4","217","2009/02","2","February","2009","50572","0","600","4355"
"Illinois","588","10","12","53","2009/02","2","February","2009","99153","1396","2398","4929"
"Georgia","1072","52","7","48","2009/02","2","February","2009","175330","3510","650","3628"
"Arkansas","243","20","9","146","2009/02","2","February","2009","35126","1305","1020","6225"
"New Mexico","216","0","7","112","2009/02","2","February","2009","40746","0","472","5735"
"Indiana","478","2","7","103","2009/02","2","February","2009","79837","216","1084","9870"
"Maryland","555","0","0","52","2009/02","2","February","2009","93066","0","0","4765"
"Texas","4372","84","20","2111","2009/02","2","February","2009","782677","4737","1295","122012"
"Wyoming","57","0","0","19","2009/02","2","February","2009","10996","0","0","709"
"Tennessee","895","16","23","50","2009/02","2","February","2009","123527","990","1509","1928"
"Iowa","173","6","4","0","2009/02","2","February","2009","31364","581","290","0"
"Wisconsin","308","10","12","239","2009/02","2","February","2009","62317","1243","1274","21884"
"Arizona","556","2","0","320","2009/02","2","February","2009","100504","199","0","51047"
"Louisiana","874","18","0","220","2009/02","2","February","2009","134488","951","0","20440"
"Michigan","246","0","7","21","2009/02","2","February","2009","47914","0","598","2416"
"Kansas","210","2","4","60","2009/02","2","February","2009","34681","134","639","1756"
"Utah","240","8","12","540","2009/02","2","February","2009","47754","846","1119","53044"
"Virginia","1306","8","7","917","2009/02","2","February","2009","223419","870","667","33462"
"Oregon","272","2","16","117","2009/02","2","February","2009","56398","299","2069","11663"
"Connecticut","75","4","7","123","2009/02","2","February","2009","18412","348","202","13430"
"District of Columbia","3","0","0","0","2009/02","2","February","2009","529","0","0","0"
"New Hampshire","69","4","0","5","2009/02","2","February","2009","12492","550","0","430"
"Massachusetts","210","20","43","758","2009/02","2","February","2009","55128","2231","3481","83984"
"West Virginia","109","0","0","5","2009/02","2","February","2009","16400","0","0","204"
"South Carolina","960","4","0","169","2009/02","2","February","2009","154591","200","0","14288"
"Vermont","17","0","0","0","2009/02","2","February","2009","3155","0","0","0"
"Delaware","137","0","8","0","2009/02","2","February","2009","16191","0","1084","0"
"North Dakota","7","0","0","60","2009/02","2","February","2009","1788","0","0","3200"
"California","1269","62","50","989","2009/02","2","February","2009","322544","9426","10958","118910"
"Pennsylvania","669","14","7","237","2009/02","2","February","2009","123397","1750","485","14527"
"Florida","1948","36","126","1368","2009/02","2","February","2009","397548","3102","9560","139219"
"Kentucky","354","66","3","10","2009/02","2","February","2009","47626","3299","97","295"
"Rhode Island","16","2","0","5","2009/02","2","February","2009","4174","371","0","106"
"Nebraska","182","6","0","5","2009/02","2","February","2009","27287","708","0","450"
"Missouri","331","6","19","78","2009/02","2","February","2009","53889","592","1262","3914"
"Ohio","598","0","10","130","2009/02","2","February","2009","119535","0","1255","7972"
"Alabama","625","4","8","12","2009/02","2","February","2009","96755","198","1037","844"
